epsilon,num_pos_pairs,num_neg_pairs,num_triplets
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,0,0,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
0.1,480,512,0
