loss,losses_size
33.267574310302734,32
40.4754638671875,32
44.381988525390625,32
46.59575653076172,32
27.687726974487305,32
37.168983459472656,32
37.28436279296875,32
26.361724853515625,32
29.912792205810547,32
34.596527099609375,32
23.6237850189209,32
29.176406860351562,32
32.519561767578125,32
32.12085723876953,32
24.452651977539062,32
31.615814208984375,32
25.568702697753906,32
23.366844177246094,32
25.165699005126953,32
28.954055786132812,32
27.184600830078125,32
25.581378936767578,32
28.329702377319336,32
26.869850158691406,32
25.91124725341797,32
15.60953140258789,32
28.516950607299805,32
25.281002044677734,32
21.981348037719727,32
26.612018585205078,32
25.648391723632812,32
27.466209411621094,32
25.49085235595703,32
28.7187557220459,32
15.24543285369873,32
28.252880096435547,32
23.249523162841797,32
22.496095657348633,32
9.258609771728516,32
20.920909881591797,32
26.010107040405273,32
19.31285858154297,32
28.771133422851562,32
20.71292495727539,32
23.45915985107422,32
19.07611846923828,32
18.316478729248047,32
27.245534896850586,32
15.277891159057617,32
8.14813232421875,32
28.606834411621094,32
26.923736572265625,32
15.100496292114258,32
27.957502365112305,32
16.24476432800293,32
16.906978607177734,32
18.064796447753906,32
25.333600997924805,32
12.17119312286377,32
9.409401893615723,32
18.75917625427246,32
23.74721908569336,32
15.521550178527832,32
11.246886253356934,32
21.66179656982422,32
10.830635070800781,32
19.03786849975586,32
22.694517135620117,32
21.678741455078125,32
6.961810111999512,32
18.445695877075195,32
14.523859024047852,32
15.27530288696289,32
16.632652282714844,32
15.692220687866211,32
14.855318069458008,32
7.627418518066406,32
17.64077377319336,32
11.325815200805664,32
11.01677131652832,32
16.249473571777344,32
18.215862274169922,32
23.160930633544922,32
4.531205654144287,32
19.36034393310547,32
11.779815673828125,32
18.097286224365234,32
12.234935760498047,32
23.729137420654297,32
13.507159233093262,32
15.458473205566406,32
13.283370018005371,32
13.426748275756836,32
13.97860336303711,32
13.355461120605469,32
7.540931701660156,32
15.094935417175293,32
25.251548767089844,32
12.402379989624023,32
21.021175384521484,32
17.1822509765625,32
8.570316314697266,32
15.598271369934082,32
11.48819637298584,32
21.804244995117188,32
19.427711486816406,32
10.070123672485352,32
22.914215087890625,32
10.672154426574707,32
13.166574478149414,32
25.348304748535156,32
9.850067138671875,32
14.326797485351562,32
18.642269134521484,32
16.0991268157959,32
18.26936149597168,32
19.940479278564453,32
15.855518341064453,32
15.780105590820312,32
9.112956047058105,32
14.984749794006348,32
13.425769805908203,32
10.671102523803711,32
19.83768081665039,32
11.697565078735352,32
25.811344146728516,32
10.950583457946777,32
8.053983688354492,32
21.61922836303711,32
17.843992233276367,32
6.468173980712891,32
13.491406440734863,32
12.236719131469727,32
12.956293106079102,32
11.22650146484375,32
14.540523529052734,32
16.894102096557617,32
12.222192764282227,32
14.586809158325195,32
13.784673690795898,32
12.506728172302246,32
5.590848922729492,32
22.091793060302734,32
11.636964797973633,32
20.05800437927246,32
14.781414031982422,32
14.808411598205566,32
6.908127307891846,32
10.271198272705078,32
15.115488052368164,32
14.2220458984375,32
11.84847640991211,32
10.22681713104248,32
14.75271987915039,32
19.215255737304688,32
10.14200496673584,32
11.022903442382812,32
16.124637603759766,32
11.59012222290039,32
14.344525337219238,32
7.111124038696289,32
9.614089965820312,32
10.097465515136719,32
5.570577621459961,32
15.205411911010742,32
16.843196868896484,32
11.65414810180664,32
6.726163864135742,32
8.88310432434082,32
17.787776947021484,32
13.878140449523926,32
10.150251388549805,32
18.76892852783203,32
9.67099380493164,32
14.13638687133789,32
11.961878776550293,32
12.761947631835938,32
16.24077606201172,32
21.0654296875,32
7.8865885734558105,32
16.524818420410156,32
6.631377220153809,32
15.587522506713867,32
11.930604934692383,32
10.606229782104492,32
11.591896057128906,32
12.983175277709961,32
10.650638580322266,32
